Date,Startup,Industry Vertical,SubVertical,City,Investor,Type,Amount in cr
2018-07-31,Cure Fit,Consumer Internet,Health and fitness Platform,Bengalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private,996.0
2018-07-31,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private,830.0
2018-06-01,Healthsignz,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Angel / Seed,41.5
2018-06-04,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private,83.0
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengalore,Aspire Logistics LLC,Angel / Seed,1.0375
2018-06-05,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Angel / Seed,0.0
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Angel / Seed,0.0
2018-06-07,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Angel / Seed,0.0
2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private,190.9
2018-06-10,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private,95.45
2018-06-11,Aye Finance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private,178.45
2018-06-12,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Angel / Seed,0.0
2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private,122.84
2018-06-12,Eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private,83.83
2018-06-13,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengalore,Saama Capital and Sequoia Capital,Angel / Seed,24.9
2018-06-13,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Angel / Seed,2.49
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Angel / Seed,3.735
2018-06-14,What\\Xe2\\X80\\X99S Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,Rannvijay Singha,Angel / Seed,0.0
2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bengalore,Brand Capital,Angel / Seed,28.635
2018-06-18,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private,39.84
2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private,174.3
2018-06-19,Elucidata,IT,Data Analytics (SaaS),New Delhi,Hyperplane Venture Capital and several angel investors,Angel / Seed,14.11
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Angel / Seed,0.0
2018-06-20,Rentsher,Consumer Internet,Online Rental Marketplace,Bengalore,"Shorooq Investments, LetsVenture & Others",Angel / Seed,9.13
2018-06-22,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private,124.5
2018-06-25,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private,75.53
2018-06-25,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private,1660.0
2018-06-25,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengalore,Diageo India,Private,33.2
2018-06-26,Sqqrl,Finance,App-based investment platform,Gurgaon,Equanimity Venture Fund,Angel / Seed,8.3
2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private,74.285
2018-06-27,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private,157.7
2018-06-28,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private,37.35
2018-06-28,Front Desk Ai,Technology,An AI Platform Offering Automated Customer Service Software,Bengalore,Speciale Invest & Others,Angel / Seed,9.13
2018-06-29,Edureka,Ed-Tech,Online Education Platform,Bengalore,Leo Capital,Angel / Seed,16.6
2018-05-02,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Angel / Seed,0.0
2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Angel / Seed,3.735
2018-05-03,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private,182.6
2018-05-07,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Angel / Seed,20.75
2018-05-09,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Undisclosed,Angel / Seed,1.8675
2018-05-11,I3Sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Angel / Seed,8.3
2018-05-14,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Angel / Seed,7.8767
2018-05-16,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private,199.2
2018-05-21,Mfine,Healthcare,Doctor-Consultation App,Bengalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private,34.86
2018-05-21,Rocketium,Technology,Online Video Creation Platform,Bengalore,Blume ventures,Angel / Seed,2.49
2018-05-22,Milk Basket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private,58.1
2018-05-22,Vola,Finance,Micro Lending Platform,Bengalore,Credika and unnamed angel investors,Angel / Seed,4.15
2018-05-23,Cashkumar,Consumer Internet,P2P Lending Platform,Bengalore,LetsVenture,Angel / Seed,6.1005
2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengalore,RS Shanbag,Angel / Seed,6.1005
2018-05-24,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Angel / Seed,16.6
2018-05-24,Smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,New Delhi,"Ashish Kacholi, S Chand Group",Angel / Seed,16.6
2018-05-27,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,New Delhi,Atul Gupta and Saurabh Rastogi,Angel / Seed,2.4319
2018-05-28,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Angel / Seed,99.6
2018-05-29,Hwell24 Plus,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Angel / Seed,1.66
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Angel / Seed,12.45
2018-05-30,Tonetag,Technology,Mobile Payments Technology Platform,Bengalore,Amazon Inc. and Mastercard,Private,66.4
2018-05-30,Events High,Consumer Internet,Events and Activities Discovery Platform,Bengalore,Treebo,Private,0.0
2018-05-31,Stellaps,Technology,Iot Application Platform In Agriculture,Bengalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private,116.2
2018-04-02,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Angel / Seed,10.79
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private,16.6
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Angel / Seed,2.55308
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Angel / Seed,0.0
2018-04-04,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengalore,Undisclosed,Angel / Seed,10.79
2018-04-05,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private,456.5
2018-04-05,Indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Angel / Seed,1.245
2018-04-09,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengalore,"Accel Partners, Tiger Global And Others",Private,83.0
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Angel / Seed,23.24
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Angel / Seed,8.3
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Angel / Seed,0.0
2018-04-10,Kriger Campus,Ed-Tech,Mobile-Based Education Network,New Delhi,Undisclosed,Angel / Seed,0.382962
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bengalore,Kae Capital Management,Angel / Seed,0.0
2018-04-12,Traveltriangle,Consumer Internet,Online Travel Marketplace,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private,99.6
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,New Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Angel / Seed,8.3
2018-04-13,Aye Finance,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,38.18
2018-04-16,Mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Angel / Seed,16.6
2018-04-16,Icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,Mr. Manoj Prasad,Angel / Seed,4.15
2018-04-18,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Angel / Seed,0.0
2018-04-19,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private,182.6
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private,0.0
2018-04-19,Mamaearth,Healthcare,Online Baby care Products,Gurgaon,Shilpa Shetty Kundra,Private,0.0
2018-04-19,Fyle Technologies,Technology,AI Based Expense Management Platform,Bengalore,Pravega Ventures and Beenext,Angel / Seed,9.13
2018-04-22,True Balance,Technology,Mobile Balance Checking App,Gurgaon,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private,190.9
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,New Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private,0.0
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Angel / Seed,15.77
2018-04-23,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private,91.3
2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undisclosed,Angel / Seed,1.245
2018-04-25,Capital Float,Finance,Online Lending Platform,Bengalore,Amazon,Private,182.6
2018-04-26,Trip Shelf,Consumer Internet,Online Travel Marketplace,New Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Angel / Seed,2.0418
2018-04-26,Popxo,Technology,Women Focussed Digital Media Platform,New Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private,45.65
2018-04-27,Railyatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private,0.0
2018-04-29,1Mg,Consumer Internet,Online Pharmacy Store,Gurgaon,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private,83.0
2018-04-30,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private,0.0
2018-04-30,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private,62.25
2018-03-01,Myloancare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Angel / Seed,8.1174
2018-03-01,Pharmeasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private,0.0
2018-03-01,Buddy4Studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private,24.9
2018-03-03,Urban Ladder,E-Commerce,Online Furniture Store,Bengalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private,99.6
2018-03-04,Kuvera,Consumer Internet,Online Financial Planning,Bengalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Angel / Seed,2.075
2018-03-05,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Angel / Seed,8.3
2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private,17.43
2018-03-05,Medgenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengalore,"HDFC Life, HDFC Asset Management",Private,83.0
2018-03-05,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private,49.8
2018-03-04,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private,41.5
2018-03-06,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Angel / Seed,9.13
2018-03-06,Ad2Pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt,80.51
2018-03-08,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private,63.08
2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private,318.72
2018-03-12,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurgaon,Trifecta Capital,Debt,8.3
2018-03-13,Healthcare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Angel / Seed,8.3
2018-03-14,Pinelabs,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private,680.6
2018-03-14,Stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Angel / Seed,0.0
2018-03-15,Avail Finance,Consumer Internet,Online Lending Platform,Bengalore,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private,142.76
2018-03-19,Grofers,Consumer Internet,Online Grocery Shop,Gurgaon,"SoftBank, Tiger Global and Apoletto Managers.",Private,514.6
2018-03-19,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt,10.873
2018-03-19,Karma Healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Angel / Seed,4.15
2018-03-19,Zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurgaon,"Amit Burman, SIDBI Venture Capital",Angel / Seed,24.9
2018-03-20,Customersucessbox,Technology,Customer Success Software for B2B SaaS,Gurgaon,"Pi Ventures, Axilor Ventures",Angel / Seed,8.3
2018-03-22,Gigindia,Consumer Internet,Micro Jobs Provider For Students,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Angel / Seed,0.0
2018-03-22,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private,149.4
2018-03-22,I2Ifunding,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Angel / Seed,6.3744
2018-03-22,Slang Labs,Technology,Voice-based assistant platform,Bengalore,Endiya Partners,Angel / Seed,10.292
2018-03-26,Urbanpiper,Technology,Online ordering solution for restaurants and food chains,Bengalore,"Kumar Vembu, Axilor Ventures",Angel / Seed,0.0
2018-03-28,Cash Suvidha,Consumer Internet,Online loan platform,New Delhi,"Initia Holdings,Vipin Agarwal and others.",Angel / Seed,8.3
2018-03-28,Roadcast,Technology,Fleet management and asset monitoring platform,New Delhi,Undisclosed,Private,2.075
2018-03-27,Smartcoin,Finance,Micro lending company,Bengalore,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Angel / Seed,16.6
2018-03-27,The Print,Media,News portal,New Delhi,Ratan Tata,Angel / Seed,4.4405
2018-03-29,Driveu,Technology,Professional Car Drivers Hiring App,Bengalore,Amit Singhal and Unitus Seed Fund,Private,24.9
2018-02-01,Fynd,Consumer Internet,O2O fashion ecommerce platform,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Angel / Seed,0.0
2018-02-01,Big Basket,Consumer Internet,Online Grocery & Food Store,Bengalore,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private,2490.0
2018-02-05,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurgaon,Ant Financials,Private,1660.0
2018-02-05,Pratilipi,Publishing,E-Publishing,Bengalore,Omidyar Network,Private,35.69
2018-02-05,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private,174.3
2018-02-06,Collegedekho,Consumer Internet,Online platform for Higher Education Services,Gurgaon,"Man Capital LLP, Girnar Software, Others",Private,16.6
2018-02-06,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed,0.0
2018-02-07,Healthi,Healthcare,Preventive Health Checkup,Bengalore,Montane Ventures,Private,25.73
2018-02-08,Swiggy,Food and Beverages,Online Food Delivery,Bengalore,Naspers,Private,830.0
2018-02-08,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Angel / Seed,830.0
2018-02-09,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private,415.0
